id,overview,title,release_date,genres
1963,"외딴 섬 앞 바다에 떠있는 오래된 배에서 노인과 소녀가 10년 전부터 살아가고 있다. 노인은 낚시꾼을 태워주는 것으로 생활하고 있고, 소녀는 할아버지를 돕는다. 음탕한 낚시꾼들로부터 소녀를 보호하는 노인의 무기는 활이며, 보통 때에는 악기로 사용된다. 어느날 대학생이 낚시하러 와서 소녀를 보고 매혹되고, 노인이 소녀와 결혼할 것임을 알게 된 그는 소녀를 뭍으로 데려가려 한다.",활,2005-05-12,드라마
2015,"신애는 교통사고로 죽어버린 남편의 고향 밀양으로 아들 준을 데리고 이사한다. 오는 길에 고장난 차를 고쳐주러 온 카센터 사장 종찬의 렉카를 타고 밀양으로 들어가는 세 사람. 신애는 남편의 고향에 덩그러니 정착한 모자를 측은하게 보는 사람들에게 애써 씩씩하게 군다. 종찬은 이 속모를 여자를 그날부터 졸졸 따른다. 살 집을 구해주고, 피아노 학원을 봐주고, 그녀를 따라 땅을 보러 다니며 그의 하루 일과는 시작된다. 늘 네댓 걸음 뒤에서, 부르면 다가서고 밀쳐내면 물러나면서.",밀양,2007-05-23,드라마
2062,"절대미각, 빠른 손놀림, 끓어 넘치는 열정의 소유자 레미. 프랑스 최고의 요리사를 꿈꾸는 그에게 단 한가지 약점이 있었으니, 바로 주방 퇴치대상 1호인 생쥐라는 것. 어느 날 하수구에서 길을 잃은 레미는 파리의 별 다섯개짜리 최고급 레스토랑에 떨어진다. 보글거리는 수프, 둑닥둑닥 도마소리, 향긋한 허브 내음에 식욕이 아닌 요리욕이 북받친 레미의 작은 심장은 콩닥콩닥 뛰기 시작한다. 끝내 주방으로 들어가는 레미는 요리에 열중하다 견습생 링귀니에게 딱 걸리고 만다. 해고위기에 처해있던 링귀니는 레미의 재능을 한눈에 알아보고 의기투합을 제안하는데...",라따뚜이,2007-07-25,"가족, 애니메이션, 코미디, 판타지"
2440,비무장지대 수색 중 지뢰를 밟아 대열에서 낙오된 이수혁 병장은 북한군 중사 오경필과 전사 정우진의 도움으로 다행히 목숨을 건진다. 이를 계기로 그들은 친해졌고 이수혁 병장은 군사분계선을 넘어 그들을 만나러 간다. 그러던 어느날 그들이 만나는 장면을 북한군에게 들키고 친형제처럼 친하게 지내던 그들은 서로 총부리를 겨눈다. 그리고 판문점 공동경비구역 내 북한 초소에서 총성이 울린다. 사건의 진상을 밝히기 위해 중립국 감독위원회 소속의 한국계 스위스인 소피 장 소령이 파견된다. 그녀는 진실을 밝히기 위해 그들을 만나는데...,공동경비구역 JSA,2000-09-09,"드라마, 미스터리, 스릴러, 액션, 전쟁"
2777,"서울의 창녀촌이 철거되면서 모두 지방으로 뿔뿔이 흩어지고 진아(이지은 분)도 포항의 '새장 여인숙'으로 오게된다. 그곳에는 아버지, 어머니, 진아와 동갑내기 여대생 혜미(이혜은 분), 그리고 고등학교에 다니는 현우(안재모 분)가 한 가족으로 살아가고 있다. 밤마다 손님방에 들어가야하는 여자와 여대생으로 행복하게 살아가는 여자의 갈등이 시작된다. 몸을 파는 진아를 경멸하는 혜미, 그리고 性에 대해 솔직하지 못한 혜미가 진아에 대해 느끼는 미묘한 심리.  진아는 혜미의 남자 친구 진호(손민석 분)와 관계를 가질 상황에 놓이게 되고 아버지와 현우도 진아와 관계를 가지는 등 파란 대문 안의 갈등은 고조된다. 그러나 가장 큰 문제는 진아와 혜미 인생에 있어서 가장 아름다운 시절을 살아가는 두 여자의 대비되는 환경과 여기에 더해진 두 사람간의 미묘한 性심리가 갈등을 증폭시키고 있는 것이다. 性을 파는 반면 性으로부터 자유로운 진아와 닫히고 위선적인 性의 혜미. 진아의 누드 사진 파문과 자살 기도 등으로 상황은 갈 수록 악화되고. 충돌 직전의 상황에서 진아와 혜미는 서로의 일상에서 수많은 공통점을 발견하고 두 사람 사이에 놓인 性이라는 이질감은 서서히 화해의 매개로 전환된다. 혜미는 진아에게 우정을 표하는 수단으로 자신의 性을 사용하는 파격적인 일을 벌이고 한계를 넘어선 두 사람의 따뜻한 우정이 파란 대문안을 가득 채운다. 그리고 눈 내리는 어느 날, 혜미는 아픈 진아를 대신해 여인숙을 찾은 남자에게 몸을 맡긴다.",파란대문,1998-10-31,드라마
4550,"사람들의 시선을 단번에 사로잡을 만큼 뛰어난 미모의 소유자인 금자는 20살에 죄를 짓고 감옥에 가게 된다. 어린 나이, 너무나 아름다운 외모로 인해 검거되는 순간에도 언론에 유명세를 치른다. 누구보다 성실하고 모범적인 수감생활을 보내는 금자. 친절한 금자씨라는 말도 교도소에서마저 유명세를 떨치던 그녀에게 사람들이 붙여준 별명이다. 13년간의 복역을 무사히 마치고 출소하는 순간, 금자는 그 동안 치밀하게 준비해온 복수를 시작한다. 그녀가 복수하려는 인물은 자신을 죄인으로 만든 백선생. 그녀가 친절을 베풀며 도왔던 동료들은 이제 다양한 방법으로 금자의 복수를 돕는다.",친절한 금자씨,2005-07-29,"드라마, 스릴러"
4552,"인적이 드문 시골, 이름 모를 들꽃들이 소담하게 피어 있는 신작로 끝에 일본식 목재 가옥이 홀로 서 있다. 낮이면 피아노 소리가 들려 올 듯 아름다운 그 집은 그러나,어둠이 내리면 귀기 서린 음산함을 뿜기 시작한다. 예사롭지 않은 기운이 서려 있는 이 집에서 어른도 아이도 아닌 아름다운 두자매. 수미.수연이, 아름답지만 신경이 예민한 새엄마와 함께 살게 된 그날. 그 가족의 괴담이 시작된다.","장화, 홍련",2003-06-13,"공포, 드라마, 미스터리"
4689,선천성 청각 장애인 류에게 누나는 유일한 가족이다. 신부전증을 앓고 있는 누나는 병이 악화되어 신장을 이식하지 않으면 얼마 살 수 없다는 진단을 받는다. 누나와 혈액형이 달라 이식 수술이 좌절된 류는 장기밀매단과 접촉해 자신의 신장과 전재산 천 만원을 넘겨주고 누나를 위한 신장을 받기로 하지만 모든 것이 사기로 드러난다. 누나에게 맞는 신장을 찾기 위해 돈이 필요한 류는 애인이자 운동권 학생인 영미의 말에 아이를 유괴한다. 착한 유괴라고 류를 설득해 동진의 딸을 유괴하지만 이 사실을 알게 된 류의 누이는 스스로 목숨을 끊고 우연한 사건으로 아이마저 죽게 되는데...,복수는 나의 것,2002-03-29,"드라마, 스릴러, 액션"
5488,"엉뚱한 상상이 가득한 신세계 정신병원. 어느 날, 자기가 싸이보그라고 생각하는 소녀 영군이 이 곳으로 들어온다. 개성 강한 사람들이 머무르는 곳이지만, 여기서도 영군은 유독 눈에 띄는 아이. 형광등, 자판기 등에 말을 거는 영군을 사람들은 이해할 수 없다. 평소 남의 특징을 관찰한 후 훔치기를 잘 하는 남자 일순은 그런 그녀를 유심히 관찰한다. 싸이보그는 밥을 먹으면 안 된다는 생각 때문에 점점 야위어만 가는 영군을 위해 일순은 자신의 능력을 총동원하는데...",싸이보그지만 괜찮아,2006-12-07,"드라마, 로맨스, 코미디"
8652,"지나간 사랑에 아파하는 란. 몽유병 상태에서 진이 꾸는 꿈대로 행동하는 그녀. 헤어진 여자친구를 잊지 못하는 진의 꿈 때문에 자신의 의지와는 달리, 더 이상 만나고 싶지 않은 옛 애인을 찾아가게 되는 란에게 진이란 존재는 견딜 수 없는 악몽이다. 나는 당신에게로.. 지나간 사랑을 그리워하는 진. 생생했던 꿈 속의 사건현장을 찾아가 그곳에서 란을 만나고, 그녀가 자신이 꾸는 꿈대로 행동한다는 사실을 알게 된다. 란의 부탁에도 불구하고 스스로의 꿈을 컨트롤 할 수 없는 그. 그러나 그녀를 위해... 진은 한 가지를 약속하는데..",비몽,2008-10-09,"드라마, 로맨스, 미스터리, 판타지"
8653,"저수지의 낚시터, 낚시 가게 주인인 희진(서정)은 낚시꾼들에게 안주나 먹을 것들을 팔고 가끔은 그들의 욕정을 채워주기도 하면서 살아간다. 가게를 지키는 개가 유일한 벗이었던 희진 앞에 전직 경찰 현식(김유석)이 나타난다.  다른 사람과 사랑에 빠진 애인을 죽인 후, 자살을 위해 낚시터로 숨어든 것. 희진은 절망의 그림자가 드리운 현식을 관찰하고 그의 자살을 막는다. 두 사람은 미묘한 교감을 느끼지만 낚시터에 은신 중이던 범죄자가 추적해온 경찰의 총에 맞아 중상을 입는 일이 일어난다. 현식은 불안감으로 낚시 바늘을 삼켜 자해를 하고 희진은 그를 구한 후, 섹스를 통해 그의 고통을 치유한다.  그 날 이후, 희진은 현식에게 집착을 보이고 그녀의 사랑과 고립감을 견디지 못한 현식은 낚시터를 떠나려 하는데...  저수지의 낚시터, 낚시 가게 주인인 희진(서정)은 낚시꾼들에게 안주나 먹을 것들을 팔고 가끔은 그들의 욕정을 채워주기도 하면서 살아간다. 가게를 지키는 개가 유일한 벗이었던 희진 앞에 전직 경찰 현식(김유석)이 나타난다.  다른 사람과 사랑에 빠진 애인을 죽인 후, 자살을 위해 낚시터로 숨어든 것. 희진은 절망의 그림자가 드리운 현식을 관찰하고 그의 자살을 막는다. 두 사람은 미묘한 교감을 느끼지만 낚시터에 은신 중이던 범죄자가 추적해온 경찰의 총에 맞아 중상을 입는 일이 일어난다. 현식은 불안감으로 낚시 바늘을 삼켜 자해를 하고 희진은 그를 구한 후, 섹스를 통해 그의 고통을 치유한다.  그 날 이후, 희진은 현식에게 집착을 보이고 그녀의 사랑과 고립감을 견디지 못한 현식은 낚시터를 떠나려 하는데...",섬,2000-04-22,"드라마, 스릴러"
10039,"일도 사랑도 늘 게임 같다라고 말하는 남자 민수. 늘 무의미한 만남만 계속하다 싫증내기 일쑤다. 그러던 어느 날, 그의 영혼을 통째로 뒤흔든 운명적인 첫 만남이 이루어지는데. 지루한 병원에서 살짝 탈출을 감행했던 그녀, 혜원의 밝고 사랑스러운 모습은 짧은 순간 민수에게 깊게 각인된다. 병실 화장실에서의 두 번째 만남. 간호사의 추적(?)을 피해 화장실로 숨어든 혜원과 그녀를 애타게 찾던 민수의 우연한 조우. 이젠, 얼굴에 장난기 가득한 그녀를 사랑할 것만 같다. 너무 행복해지고 싶었던 혜원, 그녀에게 찾아온 민수의 사랑은 너무나 특별하지만 그가 감당해야 할 아픔이 미안하다. 민수는 그런 혜원에게 세상 다시 못 올 찬란한 기쁨을 선사하기 시작하는데... 그렇게 그들의 사랑은 깊어만 가고 있다. 예정된 이별의 시간이 다가오고 있다. 그러나 이미 그들에겐 서로를 향한 굳건한 사랑, 그리고 서로에게 결코 말할 수 없는 세상에서 가장 아름다운 비밀이 생겨났는데...",연리지,2006-04-13,"드라마, 로맨스"
10103,"여순경 경진은 도망가던 소매치기를 현장에서 체포, 의기양양하게 파출소로 끌고 온다. 그러나, 수갑대신 이태리 타월에 묶여 끌려온 건, 소매치기범을 잡으려던 여학교 선생님, 고명우. 열받은 명우는 경진에게 정중한 사과를 요구하는데...  청소년 지도 단속을 위해 파출소로 찾아간 명우는 그곳에서 여순경 경진과 부딪히게 되고, 냅다(!) 도망가려던 그는 또다시 수갑이 채워진 채 하루 종일 그녀의 파트너가 되고 만다. 수갑열쇠 분실 덕분에 하룻밤을 같이 지내게 된 경진과 명우는 그로 인해 더욱 가까워진다. 이제, 그녀가 출동하면 그도 출동을 하게 된다. 그녀를 지켜주기 위해서...다!  너무나 용감하여 가끔 무모한 행동을 하는 그녀가 걱정되기 때문. 그러나 명우는 매번 범죄현장에 휘말려 경진에게 구출 당하는 신세가 되어버리고 마는데...! 그러던 어느 날, 경진은 탈옥수와의 위험한 추격전을 벌이게 되고, 평소와 다른 불안감으로 명우 또한 경진을 찾아 그 현장으로 출동을 하게 된다. 용감무쌍 여순경을 지키기 위한 사랑스런 남자의 고군분투가 시작됩니다!",내 여자친구를 소개합니다,2004-06-03,"드라마, 로맨스, 코미디"
10138,"세계 최강의 무기업체를 이끄는 CEO이자, 타고난 매력으로 화려한 삶을 살아가던 토니 스타크. 기자회견을 통해 자신이 아이언맨이라고 정체를 밝힌 이후, 정부로부터 아이언맨 수트를 국가에 귀속시키라는 압박을 받지만 이를 거부한다. 스타크 인더스트리의 운영권까지 수석 비서였던 페퍼 포츠에게 일임하고 히어로로서의 인기를 만끽하며 지내던 토니 스타크. 하지만 그 시각, 아이언맨의 수트 기술을 스타크 가문에 빼앗긴 후 쓸쓸히 돌아가신 아버지의 복수를 다짐해 온 위플래시는 수트의 원천 기술 개발에 성공, 치명적인 무기를 들고 직접 토니 스타크를 찾아 나선다.",아이언맨 2,2010-04-29,"SF, 모험, 액션"
10191,"바이킹의 세계, 절대 친구가 될 수 없는 둘이 만났다?  용맹한 바이킹과 사나운 드래곤들의 싸움이 끊이지 않는 버크섬.  바이킹 족장의 아들 ‘히컵’은 드래곤 사냥에 소질 없는 마을의 사고뭉치. 어느날 그는 부상 당한 드래곤 ‘투슬리스’를 구하게 되고, 아무도 몰래 그를 돌본다. 서로를 알아가며, 드래곤들의 친구가 된 ‘히컵’. 그들과의 새로운 생활을 만끽하던 ‘히컵’은 드래곤들의 위험한 비밀을 알게 되는데…  불멸의 드래곤과 바이킹족 이단아의 만남!  2010년 5월, 그들의 스펙터클한 모험이 시작된다!",드래곤 길들이기,2010-05-20,"가족, 모험, 애니메이션, 판타지"
